"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"129","4823063129329","Пепсі-Кола 1.25л UA","40.02","25.00","52.00","0","2.00","80.04","104.00"
"130","4823063129367","Pepsi Zero Sugar 1.25л","40.02","29.94","52.00","0","0.00","0.00","0.00"
"131","4823063129398","Пепсі Zero 0.75 ПЕТ","27.70","29.96","36.00","0","4.00","110.80","144.00"
"132","4823063131308","Пепсі смак крем-сода нуль цукру 0,33 ж/б","24.48","35.00","33.00","0","10.00","244.80","330.00"
"133","4823063131360","Пепсі смак полуниця-вершки нуль цукру 0,33 ж/б","24.48","40.00","34.00","0","9.00","220.32","306.00"
"134","4823072800011","Вода Каньйон трубочка  0,5 л","7.25","30.00","12.00","0","0.00","0.00","0.00"
"135","4823072800158","Мінеральна вода ""Лимонад"" 0,5 л ""Каньйон""","10.20","35.00","15.00","0","0.00","0.00","0.00"
"136","5449000000996","Напиток безалкогольный сильногазированный ""Кока-Кола"" ж. бан. 0,33","21.85","37.00","30.00","0","36.00","786.60","1,080.00"
"137","5449000011527","Напій FANTA з апельсиновим соком ж.б. 0,33л.","21.85","30.00","29.00","0","8.00","174.80","232.00"
"138","5449000014535","Напій сильногаз.*Спрайт* 0.33л. ж/б","21.85","37.00","30.00","0","14.00","305.90","420.00"
"139","5449000028921","Кока-кола 1,25л","40.60","35.00","55.00","0","84.00","3,410.40","4,620.00"
"140","5449000028938","Фанта 1.25l","36.50","35.00","50.00","0","5.00","182.50","250.00"
"141","5449000028976","Спрайт 1,25 л.","38.90","35.00","54.00","0","11.00","427.90","594.00"
"142","5449000030856","Швепс ж/б  гранат 330 мл","22.00","40.00","32.00","0","0.00","0.00","0.00"
"143","5449000044808","Вода швепс тонік 1 л","36.15","40.00","51.00","0","7.00","253.05","357.00"
"144","5449000044839","Напій безалкогольнийШвепс біттер лимон 1л.","33.00","33.33","44.00","0","0.00","0.00","0.00"
"145","5449000080806","Coca-cola Coke Zero 1.75l кока кола","52.65","35.00","72.00","0","22.00","1,158.30","1,584.00"
"146","5449000130389","Кока-кола 1.75л","52.65","35.00","72.00","0","90.00","4,738.50","6,480.00"
"147","5449000132499","Fanta апельсин 1.75л","50.25","35.00","68.00","0","12.00","603.00","816.00"
"148","5449000132505","Спрайт 1.75л","50.25","35.00","69.00","0","11.00","552.75","759.00"
"149","5449000133724","Coke Zero Coca-Cola zero кока кола 1.25","39.00","35.00","53.00","0","0.00","0.00","0.00"
"150","5449000171351","Швепс ж/б мохіто 330 мл","22.00","40.00","32.00","0","0.00","0.00","0.00"
"151","54490086","Кока-кола скло 250 мл","30.45","35.00","45.00","0","0.00","0.00","0.00"
"152","54491069","Спрайт вода 0,5 л.","22.40","31.82","30.00","0","7.00","156.80","210.00"
"153","54491472","-Напій сильногаз.*Кока-кола* 0.5л.","24.20","37.00","33.00","0","7.00","169.40","231.00"
"154","5740700995774","Кока кола вишня железном бутылке","26.00","37.00","37.00","0","2.00","52.00","74.00"
"155","5900334000767","напій тимбарк малина-мята 0.250","32.88","35.00","45.00","0","3.00","98.64","135.00"
"156","5900334000880","Напій тимбарк вишня-яблуко 0.250","32.88","35.00","45.00","0","2.00","65.76","90.00"
"157","5900334005625","Напій тимбарк яблуко-кавун 0.250","32.88","35.00","45.00","0","0.00","0.00","0.00"
"158","5900334017932","Напій чайний зі смаком лимона Nestle 330ml","28.00","32.14","37.00","0","0.00","0.00","0.00"

