"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"44","4820022693310","Пиво Чайка чорном. маракуя- малина лайм 0.45","44.71","35.00","60.00","0","0.00","0.00","0.00"
"45","4820022693327","пиво чайка чорноморська маракуя малина 0.9","71.48","35.00","95.00","0","2.00","142.96","190.00"
"46","4820046960214","Пиво""1-ша пр.бров.""Безалкогольне""0.5л","36.95","29.41","48.00","0","0.00","0.00","0.00"
"47","4820046960368","Пиво 1-ша пр.бров  Старе місто 0,5л +","28.83","35.00","39.00","0","0.00","0.00","0.00"
"48","4820046960511","Пиво""1-ша пр.бров.""Авторське""0.5л Авторська серія","38.37","35.00","52.00","0","7.00","268.59","364.00"
"49","4820046960962","Пиво""1-ша пр.бров""Свіжий розлив""0,65л","33.30","35.00","45.00","0","20.00","666.00","900.00"
"50","4820046961242","Пиво 1-ша пр.бров  Закарпатське 0,5л Оригінальне","31.00","35.00","42.00","0","11.00","341.00","462.00"
"51","4820046961266","Пиво""1-ша пр.бр.""Закарпатське оригінальне""2л","82.86","33.00","111.00","0","8.00","662.88","888.00"
"52","4820046961549","Пиво""1-ша пр.бр.""Закарпатське оригінальне""0.9л","38.47","33.00","52.00","0","15.00","577.05","780.00"
"53","4820046961761","Пиво""Крушовіце Краловске свєтле""0,5л","40.37","35.00","53.00","0","0.00","0.00","0.00"
"54","4820046962010","Пиво ""Heineken"" 0.5 л ж/б","50.00","28.00","64.00","0","1.00","50.00","64.00"
"55","4820046962287","Пиво 0.473л 4.7% світле Pabst Blue Ribbon ж/б","34.60","40.00","48.00","0","3.00","103.80","144.00"
"56","4820046962652","Пиво ""Бочкове.Нефільтроване."" (скло) 0,5л","39.40","35.00","53.00","0","0.00","0.00","0.00"
"57","4820046962676","Пиво ""Бочкове.Нефільтроване."" (PET) 0,9л","64.64","35.00","87.00","0","6.00","387.84","522.00"
"58","4820046962782","Пиво ""Тетерів хмільна вишня"" 0,5л","41.77","35.00","55.00","0","6.00","250.62","330.00"
"59","4820046962829","Пиво спеціальне ППБ  Бочкове Нефільтроване Темне 0,5л.","39.75","35.00","54.00","0","9.00","357.75","486.00"
"60","4820046962843","Пиво 1-ша пр.бров Нефільтроване Темне Бочкове 0,9","60.42","30.00","80.00","0","1.00","60.42","80.00"
"61","4820046962881","Пиво""1-ша пр.бров.""Тетерів"" 1,2л","64.97","33.00","85.00","0","5.00","324.85","425.00"
"62","4820046962904","Пиво ""Тетерів хмільна вишня"" 1,2л","78.30","35.00","105.00","0","7.00","548.10","735.00"
"63","4820046962928","Пиво""1-ша пр.бров.""Свіжий розлив""1,2л","53.81","35.00","70.00","0","14.00","753.34","980.00"
"64","4820046962997","Пиво""1-ша пр.бр.""Закарпатське оригінальне""1.2л","52.37","33.00","70.00","0","11.00","576.07","770.00"
"65","4820046963048","Пиво 1Приватна бочкове РІЗДВЯНИЙ СМАК 0,5л.","30.00","30.00","39.00","0","2.00","60.00","78.00"
"66","4820046963079","Пиво""1-ша пр.бр.""Різдвяний смак Бочкове""темне 0,9л/12шт АС","48.00","29.17","62.00","0","1.00","48.00","62.00"
"67","4820046963222","Пиво спеціальне ППБ  Бочкове Нефільтроване Бочкове 0,5л.","37.91","35.00","51.00","0","1.00","37.91","51.00"
"68","4820046963369","Пиво""1-ша пр.бров.""Безалкогольне Нефільтроване""0,5л ж/б","37.92","35.00","52.00","0","1.00","37.92","52.00"
"69","4820046963765","Пиво 1-ша пр.бров  Закарпатське 0,5л ж/б","30.35","33.00","41.00","0","13.00","394.55","533.00"
"70","4820046963871","Пиво""1-ша пр.бров.""Свіжий розлив""1,8л","69.09","30.00","90.00","0","3.00","207.27","270.00"
"71","4820046964144","Пиво""1-ша пр.бров.""Тетерів"" 1,8л","94.89","30.14","125.00","0","3.00","284.67","375.00"
"72","4820046964304","Безалкогольне АС 0.5л(ж.б)","36.62","35.00","50.00","0","3.00","109.86","150.00"
"73","4820046964403","Пиво ""Чайка Чорноморська"" 0,45л (скло)","37.37","35.62","48.00","0","0.00","0.00","0.00"
"74","4820046964557","Пиво ""Чайка Чорноморська"" 1,45л (ПЕТ)","68.00","29.41","88.00","0","0.00","0.00","0.00"
"75","4820046964779","Пиво 1-ша пр бров Безалкогольне апельсин-грейпфрут 0,5 ж/б","42.04","35.00","58.00","0","1.00","42.04","58.00"
"76","4820046964786","Безалкогольне Лимон-Лайм 0.5л(ж.б)","42.47","35.00","58.00","0","4.00","169.88","232.00"
"77","4820046965226","Пиво Свіжий розлив 0.5 ж/б","31.61","35.00","43.00","0","9.00","284.49","387.00"
